,Date,Open,High,Low,Close,P/E,P/B,Div Yield %,Symbol,Volume,Dividends,Stock Splits
86,06 Apr 2022,37711.3,37868.5,37513.85,37632.8,21.22,2.8,0.32,BankNifty,,,
87,05 Apr 2022,38731.3,38759.25,37935.95,38067.9,21.46,2.84,0.31,BankNifty,,,
88,04 Apr 2022,37824.95,38765.85,37665.55,38635.2,21.78,2.88,0.31,BankNifty,,,
89,01 Apr 2022,36298.35,37209.8,36242.35,37148.5,20.94,2.77,0.32,BankNifty,,,
90,31 Mar 2022,36457.2,36590.85,36278.15,36373.6,20.51,2.71,0.33,BankNifty,,,
91,30 Mar 2022,36241.55,36421.1,36070.55,36334.3,20.85,2.69,0.33,BankNifty,,,
92,29 Mar 2022,35931.75,35977.2,35506.55,35847.4,20.57,2.65,0.34,BankNifty,,,
93,28 Mar 2022,35488.7,35770.8,35016.3,35710.5,20.50,2.64,0.34,BankNifty,,,
94,25 Mar 2022,35700.4,35717.4,35203.85,35410.1,20.32,2.62,0.34,BankNifty,,,
95,24 Mar 2022,35633.7,35957.7,35421.7,35527.1,20.39,2.63,0.34,BankNifty,,,
96,23 Mar 2022,36627.7,36827.6,36064.75,36147.35,20.75,2.67,0.34,BankNifty,,,
97,22 Mar 2022,35975.6,36468.8,35384.75,36348.55,20.86,2.69,0.33,BankNifty,,,
98,21 Mar 2022,36545.85,36600.2,35900.2,36018.5,20.67,2.66,0.34,BankNifty,,,
99,17 Mar 2022,36302.0,36611.95,36261.65,36428.55,20.91,2.69,0.33,BankNifty,,,
100,16 Mar 2022,35555.75,35806.35,35461.55,35748.25,20.52,2.64,0.34,BankNifty,,,
101,15 Mar 2022,35467.95,35643.8,34706.05,35022.65,20.10,2.59,0.35,BankNifty,,,
102,14 Mar 2022,34660.25,35435.1,34625.05,35312.15,20.27,2.61,0.34,BankNifty,,,
103,11 Mar 2022,34331.0,34880.05,34094.3,34546.25,19.83,2.55,0.35,BankNifty,,,
104,10 Mar 2022,35153.95,35374.15,34218.05,34475.6,19.79,2.55,0.35,BankNifty,,,
105,09 Mar 2022,33278.9,33969.5,32948.9,33815.45,19.41,2.5,0.36,BankNifty,,,
106,08 Mar 2022,32531.9,33263.55,32155.35,33158.1,19.03,2.45,0.37,BankNifty,,,
107,07 Mar 2022,33278.15,33543.3,32376.5,32871.25,18.87,2.43,0.37,BankNifty,,,
108,04 Mar 2022,34526.1,35097.75,34094.1,34407.8,19.75,2.54,0.35,BankNifty,,,
109,03 Mar 2022,35621.15,35804.15,34721.15,34944.3,20.06,2.58,0.35,BankNifty,,,
110,02 Mar 2022,35381.9,35553.7,34897.45,35372.8,20.3,2.61,0.34,BankNifty,,,
111,28 Feb 2022,35938.95,36270.25,35611.9,36205.3,20.78,2.68,0.33,BankNifty,,,
112,25 Feb 2022,35901.7,36684.65,35768.2,36430.75,20.91,2.69,0.33,BankNifty,,,
113,24 Feb 2022,36085.2,36709.15,34991.35,35228.1,20.22,2.6,0.34,BankNifty,,,
114,22 Feb 2022,36833.0,37659.4,36818.1,37371.65,21.45,2.76,0.32,BankNifty,,,
115,21 Feb 2022,37400.0,38054.4,37156.8,37685.6,21.63,2.79,0.32,BankNifty,,,
116,18 Feb 2022,37344.45,37817.55,37304.45,37599.15,21.58,2.78,0.32,BankNifty,,,
117,17 Feb 2022,38042.1,38124.5,37425.6,37531.65,21.54,2.77,0.32,BankNifty,,,
118,16 Feb 2022,38296.5,38461.7,37762.8,37953.8,21.78,2.81,0.32,BankNifty,,,
119,15 Feb 2022,36989.8,38231.6,36651.85,38170.1,21.91,2.82,0.32,BankNifty,,,
120,14 Feb 2022,37664.0,37796.55,36828.05,36908.55,21.18,2.73,0.33,BankNifty,,,
121,11 Feb 2022,38567.65,38790.25,38396.4,38517.25,22.11,2.85,0.31,BankNifty,,,
122,10 Feb 2022,38801.45,39197.2,38520.0,39010.95,22.39,2.88,0.31,BankNifty,,,
123,09 Feb 2022,38283.6,38648.15,38192.0,38610.25,22.16,2.85,0.31,BankNifty,,,
124,08 Feb 2022,38176.1,38222.1,37319.05,38028.45,21.83,2.81,0.32,BankNifty,,,
125,07 Feb 2022,38592.05,38837.55,37802.7,37995.45,22.23,2.81,0.32,BankNifty,,,
126,04 Feb 2022,39128.0,39278.6,38562.6,38789.35,22.69,2.87,0.31,BankNifty,,,
127,03 Feb 2022,39255.7,39424.85,38861.15,39010.0,22.82,2.88,0.31,BankNifty,,,
128,02 Feb 2022,38841.55,39386.6,38752.65,39330.5,23.01,2.91,0.31,BankNifty,,,
129,01 Feb 2022,38460.45,38802.7,37690.6,38505.5,22.53,2.85,0.31,BankNifty,,,
130,31 Jan 2022,38091.8,38217.25,37647.85,37975.35,22.48,2.81,0.32,BankNifty,,,
131,28 Jan 2022,38246.6,38421.7,37581.5,37689.4,22.36,2.79,0.32,BankNifty,,,
132,27 Jan 2022,37058.2,38147.65,37012.25,37982.1,22.59,2.81,0.32,BankNifty,,,
133,25 Jan 2022,36598.05,37788.8,36415.6,37706.75,23.14,2.79,0.32,BankNifty,,,
134,24 Jan 2022,37601.95,37694.7,36375.35,36947.55,22.93,2.73,0.33,BankNifty,,,
135,21 Jan 2022,37522.35,37741.0,37224.25,37574.3,23.32,2.78,0.32,BankNifty,,,
136,20 Jan 2022,38106.1,38167.95,37591.85,37850.85,23.49,2.8,0.32,BankNifty,,,
137,19 Jan 2022,38145.75,38330.5,37769.25,38041.35,23.61,2.81,0.32,BankNifty,,,
138,18 Jan 2022,38337.4,38855.55,38095.4,38210.3,23.72,2.82,0.32,BankNifty,,,
139,17 Jan 2022,38212.55,38617.5,38138.25,38216.15,24.05,2.83,0.32,BankNifty,,,
140,14 Jan 2022,38302.35,38448.05,38007.75,38370.4,24.15,2.84,0.32,BankNifty,,,
141,13 Jan 2022,38717.55,38717.55,38376.15,38469.95,24.21,2.84,0.31,BankNifty,,,
142,12 Jan 2022,38719.6,38851.45,38604.6,38727.55,24.38,2.86,0.31,BankNifty,,,
143,11 Jan 2022,38370.0,38504.6,38031.75,38442.2,24.20,2.84,0.32,BankNifty,,,
144,10 Jan 2022,37930.55,38400.35,37929.35,38347.9,24.14,2.83,0.32,BankNifty,,,
145,07 Jan 2022,37667.05,38134.85,37427.8,37739.6,23.75,2.79,0.32,BankNifty,,,
146,06 Jan 2022,37242.55,37752.5,37058.45,37490.25,23.60,2.77,0.32,BankNifty,,,
147,05 Jan 2022,36943.55,37862.4,36756.35,37695.9,23.73,2.79,0.32,BankNifty,,,
148,04 Jan 2022,36551.25,36887.8,36374.4,36840.15,23.19,2.72,0.33,BankNifty,,,
149,03 Jan 2022,35585.2,36492.1,35526.6,36421.9,22.92,2.69,0.33,BankNifty,,,
150,31 Dec 2021,35114.4,35596.95,35113.75,35481.7,22.33,2.62,0.34,BankNifty,,,
151,30 Dec 2021,34977.65,35179.05,34751.25,35063.6,21.66,2.64,0.36,BankNifty,,,
152,29 Dec 2021,35168.85,35378.3,34890.8,35045.4,21.65,2.63,0.36,BankNifty,,,
153,28 Dec 2021,35308.3,35352.4,35037.9,35183.8,21.74,2.64,0.35,BankNifty,,,
154,27 Dec 2021,34573.65,35143.7,34233.0,35057.9,21.66,2.63,0.36,BankNifty,,,
155,24 Dec 2021,35282.2,35327.95,34583.4,34857.05,21.54,2.62,0.36,BankNifty,,,
156,23 Dec 2021,35350.5,35477.3,35046.25,35191.15,21.74,2.64,0.35,BankNifty,,,
157,22 Dec 2021,34865.25,35112.1,34687.6,35029.5,21.64,2.63,0.36,BankNifty,,,
158,21 Dec 2021,34863.35,35050.0,34389.95,34607.85,21.38,2.6,0.36,BankNifty,,,
159,20 Dec 2021,35124.35,35231.1,34018.45,34439.85,21.28,2.59,0.36,BankNifty,,,
160,17 Dec 2021,36491.8,36550.75,35535.05,35618.65,22.01,2.68,0.35,BankNifty,,,
161,16 Dec 2021,37092.95,37159.3,36385.75,36548.65,22.58,2.75,0.34,BankNifty,,,
162,15 Dec 2021,36929.5,37083.5,36743.2,36789.55,22.73,2.76,0.34,BankNifty,,,
163,14 Dec 2021,36778.95,37039.05,36545.4,36893.95,22.79,2.77,0.34,BankNifty,,,
164,13 Dec 2021,37358.2,37581.05,36861.9,36925.25,22.81,2.78,0.34,BankNifty,,,
165,10 Dec 2021,37083.15,37153.25,36824.4,37105.65,22.92,2.79,0.34,BankNifty,,,
166,09 Dec 2021,37331.75,37397.55,36884.45,37082.45,22.91,2.79,0.34,BankNifty,,,
167,08 Dec 2021,37052.75,37384.8,36905.15,37284.7,23.04,2.8,0.33,BankNifty,,,
168,07 Dec 2021,36086.95,36820.7,36013.95,36618.4,22.62,2.75,0.34,BankNifty,,,
169,06 Dec 2021,36252.75,36344.55,35696.75,35735.9,22.08,2.69,0.35,BankNifty,,,
170,03 Dec 2021,36497.3,36844.0,36062.85,36197.15,22.36,2.72,0.34,BankNifty,,,
171,02 Dec 2021,36281.85,36563.5,36166.7,36508.25,22.56,2.74,0.34,BankNifty,,,
172,01 Dec 2021,35902.9,36445.35,35805.0,36364.9,22.47,2.73,0.34,BankNifty,,,
173,30 Nov 2021,35958.8,36774.2,35526.35,35695.3,22.05,2.68,0.35,BankNifty,,,
174,29 Nov 2021,36224.45,36347.85,35327.9,35976.45,22.23,2.7,0.35,BankNifty,,,
175,26 Nov 2021,36830.9,36868.9,35904.1,36025.5,22.26,2.71,0.35,BankNifty,,,
176,25 Nov 2021,37362.05,37507.95,37118.4,37364.75,23.09,2.81,0.33,BankNifty,,,
177,24 Nov 2021,37384.75,37891.9,37238.05,37441.95,23.13,2.81,0.33,BankNifty,,,
178,23 Nov 2021,36787.0,37448.75,36647.55,37272.8,23.03,2.8,0.34,BankNifty,,,
179,22 Nov 2021,38232.15,38241.0,36655.4,37128.8,22.94,2.79,0.34,BankNifty,,,
180,18 Nov 2021,38071.9,38233.95,37748.45,37976.25,23.46,2.85,0.33,BankNifty,,,
181,17 Nov 2021,38113.4,38456.3,37981.2,38041.55,23.50,2.86,0.33,BankNifty,,,
182,16 Nov 2021,38710.9,38724.7,38211.1,38307.1,23.67,2.88,0.33,BankNifty,,,
183,15 Nov 2021,38849.45,39117.15,38606.6,38702.35,23.91,2.91,0.32,BankNifty,,,
184,12 Nov 2021,38707.15,38822.85,38467.8,38733.35,23.93,2.91,0.32,BankNifty,,,
185,11 Nov 2021,38913.05,38929.95,38346.05,38560.2,23.82,2.9,0.32,BankNifty,,,
186,10 Nov 2021,39206.2,39220.3,38873.8,39023.25,24.11,2.93,0.32,BankNifty,,,
187,09 Nov 2021,39517.85,39560.6,39223.4,39368.8,24.32,2.96,0.32,BankNifty,,,
188,08 Nov 2021,39674.05,39674.05,38932.15,39438.25,25.08,2.96,0.32,BankNifty,,,
189,04 Nov 2021,39669.1,39734.7,39514.15,39573.7,25.17,2.97,0.32,BankNifty,,,
190,03 Nov 2021,40040.65,40160.2,39304.85,39402.05,25.06,2.96,0.32,BankNifty,,,
191,02 Nov 2021,39796.9,40107.6,39590.7,39938.45,25.40,3.0,0.31,BankNifty,,,
192,01 Nov 2021,39432.15,39862.6,39120.65,39763.75,24.53,2.99,0.31,BankNifty,,,
193,29 Oct 2021,39424.55,39775.25,38426.65,39115.6,24.06,2.94,0.32,BankNifty,,,
194,28 Oct 2021,40915.15,40931.05,39350.2,39508.95,24.54,2.97,0.32,BankNifty,,,
195,27 Oct 2021,41234.55,41347.0,40750.0,40874.35,25.89,3.07,0.31,BankNifty,,,
196,26 Oct 2021,41057.75,41367.25,40829.15,41238.3,26.12,3.1,0.30,BankNifty,,,
197,25 Oct 2021,40961.25,41829.6,40508.1,41192.4,26.48,3.1,0.30,BankNifty,,,
198,22 Oct 2021,40192.65,40587.35,40149.55,40323.65,25.92,3.03,0.31,BankNifty,,,
199,21 Oct 2021,39676.55,40200.45,39428.1,40030.2,25.73,3.01,0.31,BankNifty,,,
200,20 Oct 2021,39545.45,39774.55,39292.8,39518.2,25.40,2.97,0.32,BankNifty,,,
201,19 Oct 2021,39927.3,40011.15,39394.25,39540.5,25.42,2.97,0.32,BankNifty,,,
202,18 Oct 2021,39794.25,39947.6,39569.55,39684.8,25.79,2.98,0.31,BankNifty,,,
203,14 Oct 2021,38684.65,39375.05,38673.0,39340.9,25.56,2.96,0.32,BankNifty,,,
204,13 Oct 2021,38735.3,38779.05,38502.7,38635.75,25.10,2.9,0.32,BankNifty,,,
205,12 Oct 2021,38178.35,38609.6,38144.6,38521.5,25.03,2.9,0.32,BankNifty,,,
206,11 Oct 2021,37782.75,38495.3,37744.65,38293.8,24.88,2.88,0.33,BankNifty,,,
207,08 Oct 2021,37906.4,38105.2,37674.35,37775.25,24.55,2.84,0.33,BankNifty,,,
208,07 Oct 2021,37894.0,37923.65,37650.25,37753.2,24.53,2.84,0.33,BankNifty,,,
209,06 Oct 2021,37768.8,38106.85,37452.0,37521.55,24.38,2.82,0.33,BankNifty,,,
210,05 Oct 2021,37499.8,37786.6,37364.75,37741.0,24.52,2.84,0.33,BankNifty,,,
211,04 Oct 2021,37392.15,37670.7,37355.6,37579.65,24.42,2.82,0.33,BankNifty,,,
212,01 Oct 2021,37140.4,37299.4,36876.35,37225.9,24.19,2.8,0.34,BankNifty,,,
213,30 Sep 2021,37677.8,37884.85,37354.25,37425.1,24.32,2.81,0.33,BankNifty,,,
214,29 Sep 2021,37601.1,37923.45,37371.05,37743.0,24.73,2.86,0.33,BankNifty,,,
215,28 Sep 2021,38360.0,38377.25,37315.2,37945.0,24.86,2.87,0.32,BankNifty,,,
216,27 Sep 2021,38054.75,38355.2,37968.2,38171.25,25.01,2.89,0.32,BankNifty,,,
217,24 Sep 2021,37954.0,38112.6,37680.0,37830.3,24.79,2.87,0.32,BankNifty,,,
218,23 Sep 2021,37241.25,37830.75,37216.15,37771.7,24.75,2.87,0.32,BankNifty,,,
219,22 Sep 2021,37277.1,37328.6,36885.6,36944.65,24.21,2.81,0.33,BankNifty,,,
220,21 Sep 2021,37238.4,37340.7,36525.95,37235.85,24.40,2.83,0.33,BankNifty,,,
221,20 Sep 2021,37388.2,37802.75,37068.45,37145.7,24.34,2.83,0.33,BankNifty,,,
222,17 Sep 2021,37929.5,38112.75,37396.05,37811.95,24.77,2.88,0.32,BankNifty,,,
223,16 Sep 2021,36946.0,37720.15,36907.75,37668.6,24.68,2.87,0.33,BankNifty,,,
224,15 Sep 2021,36543.55,36949.7,36496.05,36852.25,24.15,2.8,0.33,BankNifty,,,
225,14 Sep 2021,36639.95,36756.0,36529.65,36613.05,23.99,2.78,0.34,BankNifty,,,
226,13 Sep 2021,36608.45,36724.85,36327.05,36471.8,23.90,2.77,0.34,BankNifty,,,
227,09 Sep 2021,36725.5,36857.2,36566.7,36683.2,24.04,2.79,0.33,BankNifty,,,
228,08 Sep 2021,36519.7,36855.9,36393.6,36768.2,24.09,2.8,0.33,BankNifty,,,
229,07 Sep 2021,36558.85,36685.85,36151.95,36468.8,23.89,2.77,0.34,BankNifty,,,
230,06 Sep 2021,36878.25,36923.65,36554.45,36592.35,23.98,2.78,0.34,BankNifty,,,
231,03 Sep 2021,36883.65,37140.0,36563.2,36761.15,24.09,2.8,0.33,BankNifty,,,
232,02 Sep 2021,36588.4,36895.55,36469.0,36831.3,24.13,2.8,0.33,BankNifty,,,
233,01 Sep 2021,36591.45,36997.7,36487.15,36574.3,23.96,2.78,0.34,BankNifty,,,
234,31 Aug 2021,36367.4,36552.8,36216.2,36424.6,23.87,2.77,0.34,BankNifty,,,
235,30 Aug 2021,35781.05,36398.45,35721.9,36347.65,23.82,2.82,0.34,BankNifty,,,
236,27 Aug 2021,35559.75,35727.9,35359.25,35627.8,23.34,2.77,0.34,BankNifty,,,
237,26 Aug 2021,35485.95,35785.8,35411.8,35617.55,23.34,2.76,0.34,BankNifty,,,
238,25 Aug 2021,35768.85,35910.3,35499.65,35586.25,23.32,2.76,0.34,BankNifty,,,
239,24 Aug 2021,35200.75,35795.3,35070.0,35712.1,23.40,2.77,0.34,BankNifty,,,
240,23 Aug 2021,35424.2,35427.4,34817.5,35124.4,23.01,2.73,0.35,BankNifty,,,
241,20 Aug 2021,35146.5,35306.5,34926.5,35033.85,22.95,2.72,0.35,BankNifty,,,
242,18 Aug 2021,36222.5,36248.9,35432.0,35554.5,23.30,2.76,0.35,BankNifty,,,
243,17 Aug 2021,35935.05,35993.7,35611.85,35867.45,23.50,2.78,0.34,BankNifty,,,
244,16 Aug 2021,36100.65,36261.55,36032.4,36094.5,23.65,2.96,0.31,BankNifty,,,
245,13 Aug 2021,36000.75,36233.3,35937.1,36169.35,23.70,2.96,0.31,BankNifty,,,
246,12 Aug 2021,35825.4,35998.15,35702.9,35937.05,23.55,2.94,0.31,BankNifty,,,
247,11 Aug 2021,36218.25,36227.55,35531.35,35806.4,23.46,2.93,0.31,BankNifty,,,
248,10 Aug 2021,35954.55,36317.0,35890.5,36034.1,23.61,2.95,0.31,BankNifty,,,
249,09 Aug 2021,35824.2,36159.85,35612.3,36028.95,23.61,2.96,0.31,BankNifty,,,
250,06 Aug 2021,35875.8,36080.1,35700.45,35809.25,23.28,2.95,0.31,BankNifty,,,
251,05 Aug 2021,36093.95,36115.45,35661.3,35834.75,23.72,2.95,0.31,BankNifty,,,
252,04 Aug 2021,35388.15,36219.8,35313.0,36028.05,23.84,2.97,0.31,BankNifty,,,
253,03 Aug 2021,34660.75,35238.45,34649.2,35207.45,23.15,2.9,0.32,BankNifty,,,
254,02 Aug 2021,34760.9,34861.75,34588.25,34710.0,22.65,2.86,0.32,BankNifty,,,
255,30 Jul 2021,34698.75,34738.75,34445.4,34584.35,22.57,2.85,0.33,BankNifty,,,
256,29 Jul 2021,34740.3,34778.15,34495.2,34691.5,22.64,2.86,0.32,BankNifty,,,
257,28 Jul 2021,34839.45,34841.55,34115.2,34532.9,22.71,2.84,0.25,BankNifty,,,
258,27 Jul 2021,35029.3,35186.1,34713.55,34797.45,23.23,2.86,0.25,BankNifty,,,
259,26 Jul 2021,34947.85,35138.2,34669.55,34949.7,23.68,2.93,0.25,BankNifty,,,
260,23 Jul 2021,34748.35,35088.0,34404.75,35034.4,23.73,2.94,0.25,BankNifty,,,
261,22 Jul 2021,34774.55,34989.1,34557.85,34677.3,23.49,2.99,0.25,BankNifty,,,
262,20 Jul 2021,34791.15,34894.15,34357.35,34415.45,23.31,2.97,0.25,BankNifty,,,
263,19 Jul 2021,35070.5,35347.05,34899.2,35079.2,23.96,3.02,0.25,BankNifty,,,
264,16 Jul 2021,35977.95,35977.95,35674.75,35751.8,24.42,3.08,0.24,BankNifty,,,
265,15 Jul 2021,35757.45,35985.25,35625.7,35907.65,24.53,3.09,0.24,BankNifty,,,
266,14 Jul 2021,35585.85,35804.05,35434.75,35668.25,24.36,3.07,0.25,BankNifty,,,
267,13 Jul 2021,35480.05,35727.85,35340.7,35673.4,24.37,3.07,0.24,BankNifty,,,
